3.88,5,39.3,10.2
1.75,1.66,16.3,11.3
2.5,2.35,40.7,45
1.79,1.57,14.3,14.1
1.69,1.46,33.3,50.1
2.3,7.3,2.1,6.8
2.3,2.4,7,8.2
3.1,2.8,6.1,5.9
1.9,2.3,21.6,24.3
3.8,4.1,6.8,7.1
3.02,4.92,23.4,37.4
2.8,2.9,7.1,6.7
2.9,2.67,30.8,21.7
3.1,3.7,6.1,5.8
