3.33,3.1,56.1,53.7
3.67,3.31,12.1,13.3
2.48,2.46,54.9,46.3
2.5,2.4,17,17.1
2.23,2.15,13.3,15.8
0.93,1.83,17.9,15.1
1.78,1.57,22.9,37.2
2.35,3.71,2,14.3
2.48,2.5,12.2,12
3.56,3.9,6.9,16.7
3,3.1,45,48
2.29,2.6,14.7,19
2.3,2.7,30,32
1.97,2.33,16.7,29.2
