3.5,3.8,38,35
1.6,1.8,20.16,13.61
3,2.9,39,30
2.5,3,17.2,15.66
2.2,2.2,18,28
2.4,2.2,7.8,8.3
2.4,2.35,10,9.9
3.5,4.2,9.2,8.35
1.8,2.4,12,14.1
4.1,4.3,10.9,7.3
2.8,3.1,25,28
2.14,2.7,6.2,6.8
3,3.9,21,10
3.5,3.8,7.7,8.1
