4.7,7.6,36,9
1.8,2.2,17.24,7.096
3.2,3,37,34
3,2.6,11.68,9.713
2.1,2.08,29,35
2.5,2.3,7.2,8.9
1.8,2.1,10.1,8.3
3.7,4.2,9.3,7.5
2.3,2.05,15.8,17.1
4.1,3.8,6.3,7.1
3.9,4.2,25.1,12.9
2.7,2.9,6.7,5.9
4.3,3.8,17.3,12.5
3.8,2.2,6.5,7.8
