2.9,4.04,67.2,17.1
2.9,3.6,12.9,8.5
2.71,2.81,43.3,31.4
2.6,3.06,18.4,11.3
2.36,0,18.3,0
1.98,3.42,9.2,1.04
2.3,1.79,12.1,9
4.42,3.11,17.9,0.18
1.53,1.9,14.2,9
4.06,0,15.6,0
2.2,3.5,34,11
1.96,1.55,25.3,14
2.8,4.2,34,19
2.8,2.07,21.5,9.2
