3,2.9,91,79
1.3,1.6,27.37,21.9
3.1,2.9,98,85
2.7,2.4,19.4,18.45
2.7,2.6,44,54
2.8,1.9,12,13
1.3,2.1,67.7,42.6
3.6,3.2,11.1,12.8
2,2.6,44,40.2
3.7,3.8,13.7,17.3
2.8,2.9,88.7,79.7
2.7,2.9,7.8,7.95
3.15,3.2,92,94.5
4.1,3.9,7.8,8.7
