2.5,0,106,0
1.86,3.53,19.4,0.49
2.36,0,72.3,0
1.81,4.24,17.2,0.3
1.81,0,20.6,0
1.04,0,14.8,0
1.94,0,18.6,0
3.31,2.17,16.3,6.8
1.92,0,18.6,0
3.67,4.26,18.1,7.3
2.56,3.66,56,10.8
1.97,1.35,14.1,10.2
3.1,0,91,0
3.31,2.75,23.4,5.7
