3.1,3.2,45,36
1.3,1.7,24.49,13.07
2.6,2.9,36,56
2.2,2.1,14.64,14.71
2.3,2,23,32
2.6,2.51,7.2,6.8
2.5,2.4,8.2,7.3
3.05,2.91,8.3,8.8
2.1,1.9,20.3,21.33
3.1,2.8,5,8.7
2.7,2.2,23,31
2.1,3.2,10.1,5.9
2.6,2.5,18,28
3.6,3.9,8.7,6.9
